No_Invoice,Total_Piutang,Jumlah_Termin_Aktual,Jumlah_Termin_Prediksi,Aktual_Bayar_1,Prediksi_Bayar_1,Aktual_Bayar_2,Prediksi_Bayar_2,Aktual_Bayar_3,Prediksi_Bayar_3,Aktual_Bayar_4,Prediksi_Bayar_4,Aktual_Bayar_5,Prediksi_Bayar_5,Total_Nominal_Meleset,Persentase_Simpangan (%)
660/25/12/192/X,62625.0,1,2,62625.0,58717.19457739514,0.0,3907.8054226048657,0.0,0.0,0.0,0.0,0.0,0.0,3907.8054226048644,6.24
885/25/11/232/X,1305125.0,1,2,1305125.0,1248732.5850390461,0.0,56392.414960953894,0.0,0.0,0.0,0.0,0.0,0.0,56392.41496095389,4.32
473/25/12/123/X,37625.0,1,2,37625.0,36632.35808057751,0.0,992.6419194224853,0.0,0.0,0.0,0.0,0.0,0.0,992.6419194224864,2.64
043737/25/SBY,207875.0,1,1,207875.0,207875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047927/25/SBY,160500.0,1,1,160500.0,160500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005630/26/SBY,386664.0,1,2,386664.0,382120.1295635479,0.0,4543.870436452083,0.0,0.0,0.0,0.0,0.0,0.0,4543.870436452089,1.18
470/25/08/637/VZ,206375.0,1,1,206375.0,206375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135/25/12/190/X,567625.0,1,1,567625.0,567625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035469/24/SBY,118750.0,1,1,118750.0,118750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
046763/25/SBY,131750.0,1,2,131750.0,129662.97260491508,0.0,2087.0273950849146,0.0,0.0,0.0,0.0,0.0,0.0,2087.0273950849187,1.58
002743/26/SBY,200443.0,1,1,200443.0,200443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871/25/12/833/VV,160500.0,1,2,160500.0,156595.12500254155,0.0,3904.87499745845,0.0,0.0,0.0,0.0,0.0,0.0,3904.87499745845,2.43
047300/25/SBY,219000.0,1,2,219000.0,209363.36707321278,0.0,9636.632926787262,0.0,0.0,0.0,0.0,0.0,0.0,9636.632926787242,4.4
827/25/12/706/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040743/25/SBY,223000.0,1,1,223000.0,223000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445/25/09/186/X,177125.0,1,1,177125.0,177125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036348/25/SBY,294000.0,1,2,294000.0,282435.42181176314,0.0,11564.578188236927,0.0,0.0,0.0,0.0,0.0,0.0,11564.578188236894,3.93
227/25/10/781/VZ,215125.0,1,2,215125.0,171345.11495207672,0.0,43779.88504792325,0.0,0.0,0.0,0.0,0.0,0.0,43779.885047923264,20.35
112/25/08/075/X,349375.0,1,1,349375.0,349375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922/25/10/101/X,37625.0,1,2,37625.0,36632.35808057751,0.0,992.6419194224853,0.0,0.0,0.0,0.0,0.0,0.0,992.6419194224864,2.64
039280/25/SBY,219250.0,1,2,219250.0,216371.5055467849,0.0,2878.4944532151058,0.0,0.0,0.0,0.0,0.0,0.0,2878.494453215102,1.31
851/25/10/020/VZ,432625.0,1,2,432625.0,415158.63457413134,0.0,17466.365425868677,0.0,0.0,0.0,0.0,0.0,0.0,17466.365425868666,4.04
506/25/09/155/VZ,505125.0,1,2,505125.0,482215.5923213606,0.0,22909.40767863936,0.0,0.0,0.0,0.0,0.0,0.0,22909.407678639378,4.54
358/25/09/345/VTI,438125.0,1,1,438125.0,438125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875/25/09/456/X,95125.0,1,2,95125.0,92459.30048090527,0.0,2665.699519094738,0.0,0.0,0.0,0.0,0.0,0.0,2665.6995190947364,2.8
040/26/01/992/X,367625.0,1,2,367625.0,352713.45679004514,0.0,14911.54320995488,0.0,0.0,0.0,0.0,0.0,0.0,14911.54320995487,4.06
833/25/10/576/X,37625.0,1,2,37625.0,36632.35808057751,0.0,992.6419194224853,0.0,0.0,0.0,0.0,0.0,0.0,992.6419194224864,2.64
546/25/09/696/VA,256750.0,1,1,256750.0,256750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841/25/11/595/VA,385125.0,1,1,385125.0,385125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557/25/11/397/X,90625.0,1,2,90625.0,70712.56818201717,0.0,19912.431817982826,0.0,0.0,0.0,0.0,0.0,0.0,19912.431817982826,21.97
748/25/11/338/X,358500.0,1,1,358500.0,358500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039595/25/SBY,249750.0,1,1,249750.0,249750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
095/25/09/481/X,551375.0,1,2,551375.0,369944.0421205179,0.0,181430.95787948222,0.0,0.0,0.0,0.0,0.0,0.0,181430.9578794822,32.91
469/26/01/191/VZ,1630125.0,1,3,1630125.0,1209979.618605863,0.0,349387.09005312505,0.0,70758.29134101195,0.0,0.0,0.0,0.0,420145.381394137,25.77
528/25/10/615/X,342625.0,1,2,342625.0,325158.68050469656,0.0,17466.319495303393,0.0,0.0,0.0,0.0,0.0,0.0,17466.319495303418,5.1
373/25/12/137/X,180125.0,1,2,180125.0,171808.72155451128,0.0,8316.278445488715,0.0,0.0,0.0,0.0,0.0,0.0,8316.278445488715,4.62
714/25/09/940/X,30125.0,1,2,30125.0,28999.471138068755,0.0,1125.528861931246,0.0,0.0,0.0,0.0,0.0,0.0,1125.5288619312455,3.74
041049/25/SBY,7087000.0,1,1,7087000.0,7087000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613/25/12/667/VX,167625.0,1,2,167625.0,158151.00174048668,0.0,9473.99825951331,0.0,0.0,0.0,0.0,0.0,0.0,9473.998259513315,5.65
314/26/01/717/X,522625.0,1,1,522625.0,522625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000279/25/BRU,54250.0,1,1,54250.0,54250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824/25/11/724/X,92625.0,1,2,92625.0,87617.74165764869,0.0,5007.2583423513115,0.0,0.0,0.0,0.0,0.0,0.0,5007.258342351312,5.41
244/25/12/908/X,353875.0,1,1,353875.0,353875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290/25/10/141/X,67625.0,1,2,67625.0,62749.135658036255,0.0,4875.8643419637565,0.0,0.0,0.0,0.0,0.0,0.0,4875.86434196375,7.21
044935/25/SBY,392000.0,1,1,392000.0,392000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040959/25/SBY,198000.0,1,1,198000.0,198000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
034771/24/SBY,215000.0,1,1,215000.0,215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916/25/12/644/X,50125.0,1,2,50125.0,45917.92365483655,0.0,4207.07634516345,0.0,0.0,0.0,0.0,0.0,0.0,4207.076345163449,8.39
356/25/09/604/X,72625.0,1,2,72625.0,59084.991013941006,0.0,13540.00898605899,0.0,0.0,0.0,0.0,0.0,0.0,13540.008986058992,18.64
042345/25/JKT,288875.0,1,1,288875.0,288875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882/25/09/703/X,995375.0,1,2,995375.0,536935.239545244,0.0,458439.76045475586,0.0,0.0,0.0,0.0,0.0,0.0,458439.7604547559,46.06
520/25/10/582/VX,50125.0,1,2,50125.0,45917.92365483655,0.0,4207.07634516345,0.0,0.0,0.0,0.0,0.0,0.0,4207.076345163449,8.39
776/26/01/033/X,267625.0,1,2,267625.0,228591.40281283864,0.0,39033.597187161366,0.0,0.0,0.0,0.0,0.0,0.0,39033.59718716136,14.59
045/25/11/753/X,65125.0,1,2,65125.0,54829.81985805594,0.0,10295.180141944064,0.0,0.0,0.0,0.0,0.0,0.0,10295.180141944062,15.81
040273/25/SBY,321000.0,1,1,321000.0,321000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047214/25/SBY,196000.0,1,2,196000.0,193415.95638144153,0.0,2584.043618558453,0.0,0.0,0.0,0.0,0.0,0.0,2584.0436185584613,1.32
844/25/08/411/X,419375.0,1,1,419375.0,419375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191/25/10/577/LI,722625.0,1,1,722625.0,722625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648/25/12/363/X,530125.0,1,2,530125.0,521227.7755019506,0.0,8897.224498049396,0.0,0.0,0.0,0.0,0.0,0.0,8897.224498049405,1.68
550/25/09/098/XXXI,69375.0,1,1,69375.0,69375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580/25/09/660/X,900375.0,1,1,900375.0,900375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231/25/11/023/X,245125.0,1,2,245125.0,219774.49264308755,0.0,25350.507356912454,0.0,0.0,0.0,0.0,0.0,0.0,25350.50735691245,10.34
831/25/09/225/X,692000.0,1,1,692000.0,692000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481/25/09/616/X,567625.0,1,1,567625.0,567625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873/25/10/305/X,286875.0,1,1,286875.0,286875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231/25/10/798/LI,220375.0,1,1,220375.0,220375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031711/25/SBY,527000.0,1,1,527000.0,527000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879/26/01/791/X,605125.0,1,2,605125.0,581447.2322097893,0.0,23677.767790210597,0.0,0.0,0.0,0.0,0.0,0.0,23677.76779021063,3.91
210/25/09/525/VY,225625.0,1,1,225625.0,225625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190/25/09/096/VZ,243875.0,1,1,243875.0,243875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500/25/12/517/X,442625.0,1,2,442625.0,386255.5336774994,0.0,56369.46632250058,0.0,0.0,0.0,0.0,0.0,0.0,56369.46632250059,12.74
040472/25/SBY,131750.0,1,2,131750.0,129662.97260491508,0.0,2087.0273950849146,0.0,0.0,0.0,0.0,0.0,0.0,2087.0273950849187,1.58
235/24/09/043/VZ,560125.0,1,3,560125.0,456886.387272827,0.0,67495.92588396113,0.0,35742.68684321183,0.0,0.0,0.0,0.0,103238.612727173,18.43
002967/25/MKS,856250.0,1,1,856250.0,856250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349/25/10/502/VZ,185125.0,1,2,185125.0,177808.1716805058,0.0,7316.828319494214,0.0,0.0,0.0,0.0,0.0,0.0,7316.82831949421,3.95
542/25/11/715/X,55125.0,1,2,55125.0,51759.502833953484,0.0,3365.4971660465158,0.0,0.0,0.0,0.0,0.0,0.0,3365.497166046516,6.11
551/25/12/822/X,220125.0,1,1,220125.0,220125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338/25/12/333/X,445000.0,1,2,445000.0,422237.8734673158,0.0,22762.126532684204,0.0,0.0,0.0,0.0,0.0,0.0,22762.1265326842,5.12
308/25/11/429/X,330625.0,2,2,100000.0,198248.6232150203,230625.0,132376.37678497972,0.0,0.0,0.0,0.0,0.0,0.0,98248.6232150203,29.72
718/26/01/863/VIB,128875.0,1,1,128875.0,128875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935/25/12/606/VA,185000.0,1,2,185000.0,181498.45883117564,0.0,3501.5411688243635,0.0,0.0,0.0,0.0,0.0,0.0,3501.541168824363,1.89
000038/25/NBR,356250.0,1,1,356250.0,356250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
043637/25/JKT,356875.0,1,1,356875.0,356875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427/25/12/301/X,242625.0,1,3,242625.0,224093.97362477233,0.0,15741.576017953992,0.0,2789.4503572736357,0.0,0.0,0.0,0.0,18531.026375227648,7.64
636/25/11/666/X,17625.0,1,2,17625.0,17085.90514465481,0.0,539.0948553451889,0.0,0.0,0.0,0.0,0.0,0.0,539.094855345189,3.06
146/25/09/821/X,343125.0,1,1,343125.0,343125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502/25/10/691/X,210125.0,1,2,210125.0,192576.8042337604,0.0,17548.195766239616,0.0,0.0,0.0,0.0,0.0,0.0,17548.19576623961,8.35
018/25/10/662/VZ,55125.0,1,2,55125.0,51759.502833953484,0.0,3365.4971660465158,0.0,0.0,0.0,0.0,0.0,0.0,3365.497166046516,6.11
042794/25/SBY,139250.0,1,1,139250.0,139250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174/25/10/690/LI,153625.0,1,1,153625.0,153625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308/25/09/508/X,1130125.0,1,2,1130125.0,1093134.8955396337,0.0,36990.10446036636,0.0,0.0,0.0,0.0,0.0,0.0,36990.10446036633,3.27
040746/25/SBY,131750.0,1,2,131750.0,129662.97260491508,0.0,2087.0273950849146,0.0,0.0,0.0,0.0,0.0,0.0,2087.0273950849187,1.58
100/25/10/084/X,178125.0,1,1,178125.0,178125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123/25/12/765/X,70125.0,1,2,70125.0,58971.29830242185,0.0,11153.70169757815,0.0,0.0,0.0,0.0,0.0,0.0,11153.701697578152,15.91
590/25/09/855/X,354375.0,1,1,354375.0,354375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672/25/09/499/X,357125.0,2,2,180000.0,245536.25000000006,177125.0,111588.74999999996,0.0,0.0,0.0,0.0,0.0,0.0,65536.25000000006,18.35
810/26/01/067/X,601010.0,1,1,119999.99999999999,601010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240505.0,40.02
105/25/09/881/X,329375.0,1,1,329375.0,329375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482/25/09/251/X,217625.0,1,2,217625.0,210495.39718867332,0.0,7129.602811326682,0.0,0.0,0.0,0.0,0.0,0.0,7129.602811326681,3.28
847/25/09/738/X,512500.0,1,1,512500.0,512500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482/25/09/688/X,380125.0,1,2,380125.0,351820.97785012453,0.0,28304.02214987546,0.0,0.0,0.0,0.0,0.0,0.0,28304.022149875465,7.45
036/25/09/114/X,763125.0,1,1,763125.0,763125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005690/26/JKT,121375.0,1,1,121375.0,121375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669/25/10/520/X,25125.0,1,2,25125.0,23500.197070514187,0.0,1624.8029294858163,0.0,0.0,0.0,0.0,0.0,0.0,1624.8029294858147,6.47
359/25/10/258/XLV,27625.0,1,2,27625.0,26348.90783121158,0.0,1276.0921687884186,0.0,0.0,0.0,0.0,0.0,0.0,1276.0921687884183,4.62
540/25/11/252/VXR1,159325.0,1,1,159325.0,159325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759/25/10/597/VZ,75125.0,1,2,75125.0,72192.85584969052,0.0,2932.1441503094757,0.0,0.0,0.0,0.0,0.0,0.0,2932.1441503094793,3.9
530/25/09/035/X,593625.0,1,1,593625.0,593625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227/25/10/580/X,78125.0,1,2,78125.0,72725.71302106905,0.0,5399.286978930942,0.0,0.0,0.0,0.0,0.0,0.0,5399.286978930944,6.91
308/25/08/880/X,324375.0,1,1,324375.0,324375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044188/25/SBY,126750.0,1,1,126750.0,126750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
038845/25/SBY,228000.0,1,1,228000.0,228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931/25/10/240/X,1067125.0,1,1,1067125.0,1067125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506/25/09/935/VA,259000.0,2,1,192250.0,259000.0,66750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66750.0,25.77
792/25/12/971/VX,79500.0,1,1,79500.0,79500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670/25/09/628/VA,1266875.0,1,1,1266875.0,1266875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320/24/09/356/X,455125.0,1,2,455125.0,442280.9205274037,0.0,12844.079472596328,0.0,0.0,0.0,0.0,0.0,0.0,12844.07947259631,2.82
328/25/12/058/VX,207625.0,1,2,207625.0,197583.88232583995,0.0,10041.11767416004,0.0,0.0,0.0,0.0,0.0,0.0,10041.117674160045,4.84
005116/25/MKS,875000.0,1,1,875000.0,875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344/25/10/841/VA,255125.0,1,2,255125.0,247104.8586584326,0.0,8020.141341567413,0.0,0.0,0.0,0.0,0.0,0.0,8020.1413415674015,3.14
226/25/08/020/X,130125.0,1,2,130125.0,121246.85374733305,0.0,8878.146252666958,0.0,0.0,0.0,0.0,0.0,0.0,8878.146252666953,6.82
004522/25/MKS,62500.0,1,1,62500.0,62500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039268/24/SBY,148000.0,2,2,52050.0,134361.43583111075,95950.0,13638.564168889261,0.0,0.0,0.0,0.0,0.0,0.0,82311.43583111075,55.62
474/25/12/374/X,167625.0,1,2,167625.0,158151.00174048668,0.0,9473.99825951331,0.0,0.0,0.0,0.0,0.0,0.0,9473.998259513315,5.65
690/25/09/026/X,1384000.0,1,1,1384000.0,1384000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
096/25/09/531/VIII,680125.0,1,2,680125.0,647722.2790257101,0.0,32402.720974289998,0.0,0.0,0.0,0.0,0.0,0.0,32402.720974289965,4.76
767/25/10/514/VZ,107625.0,1,2,107625.0,102666.49255365833,0.0,4958.507446341674,0.0,0.0,0.0,0.0,0.0,0.0,4958.507446341671,4.61
543/25/12/067/X,130125.0,1,2,130125.0,121246.85374733305,0.0,8878.146252666958,0.0,0.0,0.0,0.0,0.0,0.0,8878.146252666953,6.82
090/25/09/287/X,17625.0,1,2,17625.0,17085.90514465481,0.0,539.0948553451889,0.0,0.0,0.0,0.0,0.0,0.0,539.094855345189,3.06
205/25/09/987/VM,2703875.0,1,2,2703875.0,2069181.215500565,0.0,634693.784499435,0.0,0.0,0.0,0.0,0.0,0.0,634693.784499435,23.47
482/25/08/822/X,393125.0,1,1,393125.0,393125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203/25/11/736/VA,1099863.0,1,1,1099863.0,1099863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488/25/12/006/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257/25/10/034/X,261875.0,1,1,261875.0,261875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035726/25/JKT,290250.0,1,1,290250.0,290250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040783/25/SBY,215625.0,1,1,215625.0,215625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000655/25/BLW,21250.0,1,1,21250.0,21250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378/25/11/132/X,536125.0,1,1,536125.0,536125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925/25/10/103/X,380125.0,1,2,380125.0,351820.97785012453,0.0,28304.02214987546,0.0,0.0,0.0,0.0,0.0,0.0,28304.022149875465,7.45
414/25/12/078/X,2372500.0,1,1,2372500.0,2372500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875/25/10/270/VA,550125.0,1,2,550125.0,496313.82769660896,0.0,53811.17230339102,0.0,0.0,0.0,0.0,0.0,0.0,53811.172303391024,9.78
002624/26/SBY,86471.0,1,1,86471.0,86471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
042011/25/SBY,702375.0,1,1,702375.0,702375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927/25/11/620/X,480125.0,1,4,480125.0,388996.7853484566,0.0,55270.0021987894,0.0,26289.316054075796,0.0,9568.896398678193,0.0,0.0,91128.21465154339,18.98
397/25/09/281/VZ,542625.0,1,1,542625.0,542625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625/25/10/965/X,341125.0,1,1,341125.0,341125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736/25/11/403/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603/25/12/610/VA,260125.0,1,1,260125.0,260125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036347/25/SBY,85500.0,1,2,85500.0,83253.1559973397,0.0,2246.8440026603053,0.0,0.0,0.0,0.0,0.0,0.0,2246.8440026603057,2.63
887/25/10/998/X,1643125.0,2,2,892500.0,1152342.3407472633,750625.0,490782.6592527367,0.0,0.0,0.0,0.0,0.0,0.0,259842.34074726328,15.81
886/25/10/702/X,580125.0,1,2,580125.0,572645.0468503488,0.0,7479.953149651189,0.0,0.0,0.0,0.0,0.0,0.0,7479.953149651183,1.29
000868/25/JYP,113750.0,1,1,113750.0,113750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896/26/02/287/X,180125.0,1,2,180125.0,171808.72155451128,0.0,8316.278445488715,0.0,0.0,0.0,0.0,0.0,0.0,8316.278445488715,4.62
530/25/09/035/X,593625.0,1,1,593625.0,593625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971/25/12/514/X,218125.0,2,1,160625.0,218125.0,57499.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57500.0,26.36
069/25/10/988/X,90125.0,1,2,90125.0,82325.0905838287,0.0,7799.909416171297,0.0,0.0,0.0,0.0,0.0,0.0,7799.909416171298,8.65
824/25/12/801/VC,111375.0,1,2,111375.0,109588.27503565919,0.0,1786.7249643407984,0.0,0.0,0.0,0.0,0.0,0.0,1786.7249643408063,1.6
277/25/11/046/X,250125.0,1,2,250125.0,216544.3276218482,0.0,33580.672378151816,0.0,0.0,0.0,0.0,0.0,0.0,33580.67237815181,13.43
530/25/12/468/X,37625.0,1,2,37625.0,36632.35808057751,0.0,992.6419194224853,0.0,0.0,0.0,0.0,0.0,0.0,992.6419194224864,2.64
911/25/09/227/X,14118125.0,1,2,14118125.0,13778458.945041858,0.0,339666.0549581431,0.0,0.0,0.0,0.0,0.0,0.0,339666.0549581427,2.41
044733/25/SBY,1077188.0,1,2,1077188.0,1046037.1890056409,0.0,31150.810994359195,0.0,0.0,0.0,0.0,0.0,0.0,31150.81099435914,2.89
233/25/09/114/X,179250.0,1,1,179250.0,179250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110/25/10/752/X,317625.0,1,2,317625.0,292469.12007255084,0.0,25155.879927449136,0.0,0.0,0.0,0.0,0.0,0.0,25155.879927449147,7.92
076/25/09/823/X,317625.0,1,2,317625.0,292469.12007255084,0.0,25155.879927449136,0.0,0.0,0.0,0.0,0.0,0.0,25155.879927449147,7.92
980/26/01/785/X,1505068.0,1,3,1505068.0,1346614.7374948037,0.0,134964.19298184075,0.0,23489.069523355563,0.0,0.0,0.0,0.0,158453.2625051963,10.53
783/25/12/640/X,105125.0,1,2,105125.0,100821.90158768035,0.0,4303.09841231965,0.0,0.0,0.0,0.0,0.0,0.0,4303.098412319652,4.09
396/25/12/219/X,1635000.0,1,1,1635000.0,1635000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754/25/10/639/X,88125.0,1,1,88125.0,88125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694/25/12/547/X,60125.0,1,2,60125.0,56539.79247800376,0.0,3585.207521996245,0.0,0.0,0.0,0.0,0.0,0.0,3585.2075219962435,5.96
035/25/09/348/X,167625.0,1,2,167625.0,158151.00174048668,0.0,9473.99825951331,0.0,0.0,0.0,0.0,0.0,0.0,9473.998259513315,5.65
873/25/12/475/X,430125.0,1,2,430125.0,399336.9403968906,0.0,30788.05960310934,0.0,0.0,0.0,0.0,0.0,0.0,30788.05960310936,7.16
001936/25/BIT,6250.0,1,2,6250.0,6160.964699101576,0.0,89.03530089842455,0.0,0.0,0.0,0.0,0.0,0.0,89.03530089842423,1.42
660/25/09/964/X,472125.0,1,1,472125.0,472125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197/25/09/486/VX,37625.0,1,2,37625.0,36632.35808057751,0.0,992.6419194224853,0.0,0.0,0.0,0.0,0.0,0.0,992.6419194224864,2.64
267/25/09/409/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647/25/10/169/X,224125.0,1,4,224125.0,155610.62362442375,0.0,2372.107664474655,0.0,33071.134355550785,0.0,33071.134355550785,0.0,0.0,68514.37637557623,30.57
320/25/07/064/VC,1593125.0,1,2,1593125.0,608073.6489298457,0.0,985051.3510701542,0.0,0.0,0.0,0.0,0.0,0.0,985051.3510701542,61.83
044167/25/SBY,490000.0,1,3,490000.0,469511.2837575383,0.0,14817.6337714734,0.0,5671.08247098833,0.0,0.0,0.0,0.0,20488.716242461713,4.18
957/25/12/945/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122/25/09/564/X,175125.0,1,2,175125.0,163577.24019017242,0.0,11547.759809827565,0.0,0.0,0.0,0.0,0.0,0.0,11547.75980982757,6.59
424/25/10/535/X,87625.0,1,2,87625.0,84625.56928025809,0.0,2999.430719741906,0.0,0.0,0.0,0.0,0.0,0.0,2999.4307197419084,3.42
456/25/09/258/X,22625.0,1,2,22625.0,21313.234036832437,0.0,1311.765963167565,0.0,0.0,0.0,0.0,0.0,0.0,1311.7659631675642,5.8
