No_Invoice,Total_Piutang,Jumlah_Termin_Aktual,Jumlah_Termin_Prediksi,Aktual_Bayar_1,Prediksi_Bayar_1,Aktual_Bayar_2,Prediksi_Bayar_2,Aktual_Bayar_3,Prediksi_Bayar_3,Aktual_Bayar_4,Prediksi_Bayar_4,Aktual_Bayar_5,Prediksi_Bayar_5
044/25/10/524/LI,148625.0,1,1,148625.0,148625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429/25/10/052/VA,17625.0,1,2,17625.0,17029.936802728334,0.0,595.0631972716686,0.0,0.0,0.0,0.0,0.0,0.0
045/25/08/782/VZ,30625.0,1,1,30625.0,30625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834/25/10/195/X,1774875.0,1,1,1774875.0,1774875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044/26/01/039/VARM1,-290000.0,0,0,-290000.0,-290000.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
794/25/10/511/VZ,530125.0,1,2,530125.0,519310.33749898087,0.0,10814.662501019126,0.0,0.0,0.0,0.0,0.0,0.0
047931/25/SBY,996750.0,1,1,996750.0,996750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001924/25/BIT,17750.0,1,1,17750.0,17750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945/25/10/185/X,388625.0,1,1,388625.0,388625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003274/26/SBY,197943.0,1,1,196000.0,197943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035665/25/SBY,20813.0,1,1,20813.0,20813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270/25/09/980/XRM1,-60000.0,0,0,-60000.0,-60000.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
799/25/12/693/VA,12625.0,1,2,12625.0,12385.794501130991,0.0,239.20549886900884,0.0,0.0,0.0,0.0,0.0,0.0
270/25/09/176/X,1010875.0,1,1,1010875.0,1010875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878/25/10/517/XRM1,-18750.0,0,0,-18750.0,-18750.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
499/26/01/260/X,2855125.0,2,1,275000.0,2855125.0,2580125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157/26/01/098/X,705125.0,1,2,705125.0,665825.1092620887,0.0,39299.89073791127,0.0,0.0,0.0,0.0,0.0,0.0
037147/25/SBY,280000.0,1,1,280000.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364/25/08/104/X,62625.0,1,2,62625.0,59658.132940854324,0.0,2966.8670591456726,0.0,0.0,0.0,0.0,0.0,0.0
202/25/12/188/X,442625.0,1,2,442625.0,391484.2539607023,0.0,51140.746039297774,0.0,0.0,0.0,0.0,0.0,0.0
039645/25/SBY,110500.0,1,2,110500.0,107760.02350355222,0.0,2739.9764964477745,0.0,0.0,0.0,0.0,0.0,0.0
595/25/11/097/X,378125.0,1,1,378125.0,378125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044785/25/SBY,445438.0,1,1,445438.0,445438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
029030/25/SBY,527000.0,1,1,527000.0,527000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548/25/11/169/X,1135500.0,1,1,1135500.0,1135500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915/25/09/870/X,1540000.0,1,1,1540000.0,1540000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672/25/09/052/X,355125.0,1,2,355125.0,328282.0248671283,0.0,26842.97513287175,0.0,0.0,0.0,0.0,0.0,0.0
254/25/08/179/VZ,610125.0,1,1,610125.0,610125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003050/26/SBY,237943.0,1,1,237943.0,237943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628/25/09/889/X,255125.0,1,2,255125.0,248991.74395194472,0.0,6133.256048055256,0.0,0.0,0.0,0.0,0.0,0.0
081/25/09/480/X,100125.0,1,2,100125.0,91129.53724904546,0.0,8995.46275095454,0.0,0.0,0.0,0.0,0.0,0.0
917/25/11/349/VZ,505125.0,1,2,505125.0,476287.24661982217,0.0,28837.753380177877,0.0,0.0,0.0,0.0,0.0,0.0
000201/26/BLW,18375.0,1,1,18375.0,18375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156/25/06/507/XXXI,133625.0,1,1,133625.0,133625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
037675/25/SBY,251800.0,1,1,251800.0,251800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040336/25/SBY,131750.0,1,2,131750.0,130004.55290828648,0.0,1745.447091713518,0.0,0.0,0.0,0.0,0.0,0.0
573/25/09/805/X,10125.0,1,2,10125.0,9984.846500152651,0.0,140.15349984735067,0.0,0.0,0.0,0.0,0.0,0.0
148/26/01/191/X,75125.0,1,2,75125.0,71183.44850159509,0.0,3941.5514984049046,0.0,0.0,0.0,0.0,0.0,0.0
495/25/09/061/XRM1,-33750.0,0,0,-33750.0,-33750.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
000248/25/KDR,371500.0,1,1,371500.0,371500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035599/25/SBY,4363500.0,2,1,576625.0,4363500.0,3786875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013/25/09/986/VA,510625.0,1,1,510625.0,510625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362/26/01/381/X,355125.0,2,2,12500.0,328282.0248671283,342625.0,26842.97513287175,0.0,0.0,0.0,0.0,0.0,0.0
560/25/09/745/VX,377200.0,1,2,377200.0,364608.55910724594,0.0,12591.440892754057,0.0,0.0,0.0,0.0,0.0,0.0
994/25/09/153/X,692000.0,1,1,692000.0,692000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812/25/08/914/X,721875.0,1,1,721875.0,721875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713/26/01/620/X,117625.0,1,3,117625.0,104343.67396880189,0.0,8040.011083900497,0.0,5241.314947297607,0.0,0.0,0.0,0.0
418/25/10/734/X,242625.0,1,3,242625.0,222413.22215250743,0.0,15880.09516798291,0.0,4331.682679509629,0.0,0.0,0.0,0.0
223/25/11/567/VA,94000.0,1,1,94000.0,94000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269/25/10/852/X,35125.0,1,2,35125.0,34166.08495472477,0.0,958.9150452752286,0.0,0.0,0.0,0.0,0.0,0.0
841/26/02/941/X,435125.0,1,1,30000.0,435125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
095/26/02/803/VR,216125.0,1,2,216125.0,161247.5803571429,0.0,54877.41964285714,0.0,0.0,0.0,0.0,0.0,0.0
035357/25/SBY,727000.0,1,1,727000.0,727000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039728/25/SBY,110500.0,1,2,110500.0,107760.02350355222,0.0,2739.9764964477745,0.0,0.0,0.0,0.0,0.0,0.0
347/25/07/510/X,1409875.0,1,1,1409875.0,1409875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480/25/10/602/VZ,80125.0,1,2,80125.0,74129.72941309915,0.0,5995.27058690085,0.0,0.0,0.0,0.0,0.0,0.0
798/25/12/301/X,17625.0,1,2,17625.0,17029.936802728334,0.0,595.0631972716686,0.0,0.0,0.0,0.0,0.0,0.0
676/25/10/639/VZ,323875.0,1,1,323875.0,323875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181/26/01/592/XXXX,112288.0,1,2,112288.0,110925.36748892203,0.0,1362.632511077968,0.0,0.0,0.0,0.0,0.0,0.0
098/25/09/029/VZ,230125.0,1,2,230125.0,215842.31436188647,0.0,14282.685638113553,0.0,0.0,0.0,0.0,0.0,0.0
044/25/10/524/LI,148625.0,1,1,148625.0,148625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002/25/09/675/X,433125.0,1,1,433125.0,433125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
034106/25/SBY,25000.0,1,2,25000.0,18147.02499602395,0.0,6852.975003976051,0.0,0.0,0.0,0.0,0.0,0.0
010/25/07/794/X,419375.0,1,1,419375.0,419375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385/25/10/722/X,255125.0,1,2,255125.0,248991.74395194472,0.0,6133.256048055256,0.0,0.0,0.0,0.0,0.0,0.0
002264/26/SBY,236000.0,1,1,236000.0,236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163/25/09/365/X,7625.0,1,1,7625.0,7625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168/26/01/593/X,67625.0,1,2,67625.0,60995.45472262741,0.0,6629.5452773725865,0.0,0.0,0.0,0.0,0.0,0.0
255/25/10/860/VA,220125.0,1,2,220125.0,217854.70249074575,0.0,2270.2975092542615,0.0,0.0,0.0,0.0,0.0,0.0
564/25/10/206/VZ,188875.0,1,1,188875.0,188875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942/25/12/249/X,30125.0,1,2,30125.0,28964.57714690709,0.0,1160.4228530929104,0.0,0.0,0.0,0.0,0.0,0.0
300/25/10/020/VZ,218875.0,1,1,218875.0,218875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
028/25/10/099/X,311875.0,1,1,311875.0,311875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256/26/01/914/VD,212000.0,1,1,212000.0,212000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951/25/10/417/X,2159125.0,1,1,2159125.0,2159125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
057/25/09/698/X,167625.0,1,2,167625.0,157099.47764774677,0.0,10525.522352253249,0.0,0.0,0.0,0.0,0.0,0.0
334/25/10/803/X,1176000.0,1,3,1176000.0,961333.9140714931,0.0,194039.13760383293,0.0,20626.948324674122,0.0,0.0,0.0,0.0
468/25/09/847/X,743875.0,1,1,743875.0,743875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667/25/09/138/X,336000.0,1,1,336000.0,336000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
033700/25/SBY,228000.0,1,1,228000.0,228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039967/25/SBY,73000.0,1,2,73000.0,72176.44477755982,0.0,823.555222440168,0.0,0.0,0.0,0.0,0.0,0.0
872/25/09/934/VZ,327625.0,1,1,327625.0,327625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831/25/11/175/X,20125.0,1,2,20125.0,19591.561223907862,0.0,533.4387760921394,0.0,0.0,0.0,0.0,0.0,0.0
188/25/12/636/X,407125.0,1,1,407125.0,407125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951/25/09/905/X,905125.0,1,2,905125.0,821748.6357422589,0.0,83376.36425774115,0.0,0.0,0.0,0.0,0.0,0.0
820/25/10/785/VZ,255125.0,1,2,255125.0,248991.74395194472,0.0,6133.256048055256,0.0,0.0,0.0,0.0,0.0,0.0
689/25/11/049/X,336000.0,1,1,336000.0,336000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287/25/12/598/VX,24875.0,1,1,24875.0,24875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035559/25/SBY,73000.0,1,2,73000.0,72176.44477755982,0.0,823.555222440168,0.0,0.0,0.0,0.0,0.0,0.0
750/25/11/687/X,37625.0,1,2,37625.0,36104.923589086306,0.0,1520.0764109136944,0.0,0.0,0.0,0.0,0.0,0.0
041549/25/SBY,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849/25/07/243/X,1041625.0,1,1,1041625.0,1041625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789/25/11/689/X,380125.0,1,2,380125.0,350254.2245337722,0.0,29870.775466227755,0.0,0.0,0.0,0.0,0.0,0.0
367/25/11/107/X,680125.0,1,2,680125.0,663357.4185184918,0.0,16767.58148150811,0.0,0.0,0.0,0.0,0.0,0.0
584/25/09/393/VO,4128875.0,1,2,4128875.0,3653871.6814159295,0.0,475003.31858407083,0.0,0.0,0.0,0.0,0.0,0.0
073/25/10/433/X,172625.0,1,2,172625.0,136172.22321150659,0.0,36452.7767884934,0.0,0.0,0.0,0.0,0.0,0.0
037100/25/SBY,131750.0,1,2,131750.0,130004.55290828648,0.0,1745.447091713518,0.0,0.0,0.0,0.0,0.0,0.0
755/24/12/408/X,300625.0,1,2,300625.0,236421.4459325396,0.0,64203.55406746039,0.0,0.0,0.0,0.0,0.0,0.0
613/24/09/746/VZ,97625.0,1,2,97625.0,83222.21977110459,0.0,14402.780228895412,0.0,0.0,0.0,0.0,0.0,0.0
000027/25/TIM,236250.0,1,1,236250.0,236250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550/25/11/023/VC,20125.0,1,2,20125.0,19591.561223907862,0.0,533.4387760921394,0.0,0.0,0.0,0.0,0.0,0.0
003313/26/SBY,198971.0,1,1,198971.0,198971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437/25/09/957/VXR1,14625.0,1,1,14625.0,14625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966/25/07/549/X,507125.0,1,1,507125.0,507125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002696/26/SBY,118971.0,1,1,118971.0,118971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767/25/11/799/X,32625.0,2,2,12500.0,28045.104139426003,20125.0,4579.895860573997,0.0,0.0,0.0,0.0,0.0,0.0
274/25/10/026/X,410000.0,1,1,410000.0,410000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012/25/10/585/X,524125.0,1,1,524125.0,524125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789/25/10/424/X,703625.0,1,1,703625.0,703625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044684/25/SBY,305563.0,1,1,305563.0,305563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036061/25/SBY,214250.0,1,1,214250.0,214250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284/25/10/658/X,1217625.0,2,2,1207625.0,880189.2815354612,10000.0,337435.71846453875,0.0,0.0,0.0,0.0,0.0,0.0
232/25/12/596/X,155125.0,1,2,155125.0,149665.45449612904,0.0,5459.54550387096,0.0,0.0,0.0,0.0,0.0,0.0
047695/25/SBY,68000.0,1,1,68000.0,68000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864/25/10/250/X,239125.0,2,2,127500.0,124758.82093253965,111625.0,114366.17906746034,0.0,0.0,0.0,0.0,0.0,0.0
812/25/11/007/X,65125.0,1,2,65125.0,53485.74496866563,0.0,11639.255031334376,0.0,0.0,0.0,0.0,0.0,0.0
000252/25/KDR,6250.0,1,2,6250.0,6161.432482574472,0.0,88.56751742552882,0.0,0.0,0.0,0.0,0.0,0.0
861/25/10/301/X,52625.0,1,2,52625.0,46234.21196474982,0.0,6390.788035250186,0.0,0.0,0.0,0.0,0.0,0.0
530/25/12/468/X,37625.0,1,2,37625.0,36104.923589086306,0.0,1520.0764109136944,0.0,0.0,0.0,0.0,0.0,0.0
738/25/09/352/X,22625.0,1,2,22625.0,21345.59955143122,0.0,1279.4004485687808,0.0,0.0,0.0,0.0,0.0,0.0
081/25/08/601/X,390625.0,1,1,390625.0,390625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805/25/12/069/X,1596375.0,1,1,1596375.0,1596375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780/25/12/790/X,4731250.0,1,2,4731250.0,4669700.410496027,0.0,61549.589503972966,0.0,0.0,0.0,0.0,0.0,0.0
002548/26/SBY,1943.0,1,1,1943.0,1943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
034/25/11/618/X,137625.0,2,2,137625.0,126000.79448467192,137625.0,11624.205515328087,0.0,0.0,0.0,0.0,0.0,0.0
037001/25/SBY,114250.0,1,1,114250.0,114250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951/25/12/351/X,255125.0,1,2,255125.0,248991.74395194472,0.0,6133.256048055256,0.0,0.0,0.0,0.0,0.0,0.0
083/26/01/104/X,67625.0,2,2,62625.0,60995.45472262741,5000.0,6629.5452773725865,0.0,0.0,0.0,0.0,0.0,0.0
063/25/09/134/X,573875.0,1,1,573875.0,573875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476/25/10/916/VA,145125.0,1,4,145125.0,134836.56407142425,0.0,6081.431177286752,0.0,2103.502375644505,0.0,2103.502375644505,0.0,0.0
807/25/10/711/VZ,692625.0,1,1,692625.0,692625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494/25/12/221/X,125125.0,1,2,125125.0,120310.45515867024,0.0,4814.544841329766,0.0,0.0,0.0,0.0,0.0,0.0
249/25/11/771/X,350000.0,1,1,350000.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505/25/10/275/X,47625.0,1,2,47625.0,42851.12598696082,0.0,4773.8740130391725,0.0,0.0,0.0,0.0,0.0,0.0
055/25/12/867/X,50125.0,1,2,50125.0,46575.82619363414,0.0,3549.1738063658568,0.0,0.0,0.0,0.0,0.0,0.0
126/25/11/547/X,1282125.0,1,1,1282125.0,1282125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
038866/25/JKT,251125.0,1,1,251125.0,251125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396/25/10/913/VZ,659875.0,1,1,659875.0,659875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626/25/08/848/X,345125.0,1,3,345125.0,309819.6484305707,0.0,26262.519043958808,0.0,9042.832525470463,0.0,0.0,0.0,0.0
250/25/07/118/X,2524875.0,1,2,2524875.0,2250689.4528357764,0.0,274185.5471642234,0.0,0.0,0.0,0.0,0.0,0.0
763/25/09/834/X,185125.0,1,2,185125.0,171177.65880420298,0.0,13947.341195797022,0.0,0.0,0.0,0.0,0.0,0.0
499/25/12/312/X,430125.0,1,2,430125.0,406029.22591989825,0.0,24095.77408010174,0.0,0.0,0.0,0.0,0.0,0.0
257/25/10/656/X,125.0,1,1,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299/25/10/683/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289/25/09/218/X,20125.0,1,2,20125.0,19591.561223907862,0.0,533.4387760921394,0.0,0.0,0.0,0.0,0.0,0.0
040538/25/SBY,236000.0,1,1,236000.0,236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003495/24/MKS,272500.0,1,1,272500.0,272500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511/26/01/846/X,410125.0,1,2,410125.0,381810.70931268786,0.0,28314.290687312165,0.0,0.0,0.0,0.0,0.0,0.0
047856/25/SBY,171000.0,1,2,171000.0,159989.72585244937,0.0,11010.274147550645,0.0,0.0,0.0,0.0,0.0,0.0
036529/24/SBY,712500.0,1,1,712500.0,712500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040538/25/SBY,236000.0,1,1,236000.0,236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291/26/01/126/VZ,355125.0,1,2,355125.0,328282.0248671283,0.0,26842.97513287175,0.0,0.0,0.0,0.0,0.0,0.0
006837/26/SBY,465885.0,1,1,465885.0,465885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559/25/12/459/X,25125.0,1,2,25125.0,23762.333773273513,0.0,1362.666226726487,0.0,0.0,0.0,0.0,0.0,0.0
530/25/09/035/X,593625.0,1,1,593625.0,593625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
033699/25/SBY,228000.0,1,1,228000.0,228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996/25/10/960/X,205125.0,1,2,205125.0,199240.52338929294,0.0,5884.476610707063,0.0,0.0,0.0,0.0,0.0,0.0
047186/25/SBY,1110438.0,2,1,435438.0,1110438.0,675000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
098/25/12/905/X,405125.0,1,2,405125.0,378985.7589133883,0.0,26139.241086611724,0.0,0.0,0.0,0.0,0.0,0.0
598/25/09/437/X,20125.0,1,2,20125.0,19591.561223907862,0.0,533.4387760921394,0.0,0.0,0.0,0.0,0.0,0.0
036037/25/JKT,110125.0,1,1,110125.0,110125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002399/26/JKT,1509500.0,1,1,1509500.0,1509500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036720/25/SBY,187750.0,1,1,187750.0,187750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553/25/10/372/VM,686875.0,1,1,686875.0,686875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413/26/01/637/VR,175125.0,1,2,175125.0,164210.9480218473,0.0,10914.05197815269,0.0,0.0,0.0,0.0,0.0,0.0
259/25/11/697/X,1197625.0,1,1,1197625.0,1197625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128/25/10/754/X,130125.0,1,2,130125.0,119638.15865302796,0.0,10486.841346972045,0.0,0.0,0.0,0.0,0.0,0.0
544/25/11/470/VA,1279375.0,1,1,1279375.0,1279375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885/25/11/942/X,155125.0,1,2,155125.0,149665.45449612904,0.0,5459.54550387096,0.0,0.0,0.0,0.0,0.0,0.0
002199/26/SBY,389000.0,1,1,389000.0,389000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119/25/11/842/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
029/25/09/583/X,496125.0,1,2,496125.0,455656.7355481753,0.0,40468.26445182471,0.0,0.0,0.0,0.0,0.0,0.0
036223/25/SBY,135000.0,1,1,135000.0,135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348/25/08/750/X,354375.0,1,1,354375.0,354375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171/25/11/417/VA,190000.0,1,1,190000.0,190000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471/26/01/550/VA,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510/25/08/172/X,105125.0,1,2,105125.0,101350.30675927413,0.0,3774.693240725886,0.0,0.0,0.0,0.0,0.0,0.0
943/25/08/224/X,286875.0,1,1,286875.0,286875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016/25/08/320/X,547125.0,1,1,547125.0,547125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047204/25/SBY,198500.0,1,1,198500.0,198500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047094/25/SBY,294000.0,1,2,294000.0,285225.47942244395,0.0,8774.520577556115,0.0,0.0,0.0,0.0,0.0,0.0
307/25/10/878/X,336625.0,1,1,336625.0,336625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559/25/10/445/X,480125.0,1,4,480125.0,400530.6494233397,0.0,55481.2608760657,0.0,17166.74414484356,0.0,6946.345555750966,0.0,0.0
523/25/10/099/VD,32625.0,1,2,32625.0,28045.104139426003,0.0,4579.895860573997,0.0,0.0,0.0,0.0,0.0,0.0
145/25/11/700/X,775625.0,1,1,775625.0,775625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885/25/11/423/X,30125.0,1,2,30125.0,28964.57714690709,0.0,1160.4228530929104,0.0,0.0,0.0,0.0,0.0,0.0
000983/25/SDA,151000.0,1,1,151000.0,151000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996/25/09/259/X,100125.0,1,2,100125.0,91129.53724904546,0.0,8995.46275095454,0.0,0.0,0.0,0.0,0.0,0.0
566/25/12/330/X,120125.0,1,2,120125.0,111774.40928395638,0.0,8350.590716043627,0.0,0.0,0.0,0.0,0.0,0.0
105/25/12/386/X,67625.0,1,2,67625.0,60995.45472262741,0.0,6629.5452773725865,0.0,0.0,0.0,0.0,0.0,0.0
020/25/10/320/X,747375.0,1,1,747375.0,747375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001/25/08/668/VH,91375.0,1,1,91375.0,91375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708/25/12/337/X,32625.0,1,2,32625.0,28045.104139426003,0.0,4579.895860573997,0.0,0.0,0.0,0.0,0.0,0.0
520/25/09/083/VF,330125.0,1,1,330125.0,330125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787/25/11/575/X,117625.0,1,3,117625.0,104343.67396880189,0.0,8040.011083900497,0.0,5241.314947297607,0.0,0.0,0.0,0.0
090/25/08/785/X,1638875.0,1,1,1638875.0,1638875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676/25/09/946/X,47625.0,1,2,47625.0,42851.12598696082,0.0,4773.8740130391725,0.0,0.0,0.0,0.0,0.0,0.0
760/25/12/852/X,310375.0,1,2,310375.0,304784.196825828,0.0,5590.8031741720015,0.0,0.0,0.0,0.0,0.0,0.0
032966/25/JKT,202625.0,1,1,202625.0,202625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716/25/09/272/LI,148625.0,1,1,148625.0,148625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771/25/11/353/X,395125.0,1,2,395125.0,355179.6692422505,0.0,39945.3307577495,0.0,0.0,0.0,0.0,0.0,0.0
623/25/09/050/X,92625.0,1,2,92625.0,87048.72611923653,0.0,5576.273880763482,0.0,0.0,0.0,0.0,0.0,0.0
540/25/09/434/X,600125.0,1,1,600125.0,600125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296/25/09/126/X,80125.0,2,2,25000.0,74129.72941309915,55125.0,5995.27058690085,0.0,0.0,0.0,0.0,0.0,0.0
044643/25/SBY,507750.0,1,1,507750.0,507750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944/25/09/837/X,110625.0,1,2,110625.0,103939.92115620019,0.0,6685.078843799818,0.0,0.0,0.0,0.0,0.0,0.0
343/25/11/272/X,1382125.0,1,2,1382125.0,215678.75223626714,0.0,1166446.247763733,0.0,0.0,0.0,0.0,0.0,0.0
169/25/11/622/VZ,80125.0,1,2,80125.0,74129.72941309915,0.0,5995.27058690085,0.0,0.0,0.0,0.0,0.0,0.0
359/25/09/492/VC,25125.0,1,2,25125.0,23762.333773273513,0.0,1362.666226726487,0.0,0.0,0.0,0.0,0.0,0.0
706/25/12/977/XR1,310000.0,1,1,310000.0,310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036065/25/SBY,428500.0,1,1,428500.0,428500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
034197/25/SBY,395250.0,1,1,395250.0,395250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
