No_Invoice,Total_Piutang,Jumlah_Termin_Aktual,Jumlah_Termin_Prediksi,Aktual_Bayar_1,Prediksi_Bayar_1,Aktual_Bayar_2,Prediksi_Bayar_2,Aktual_Bayar_3,Prediksi_Bayar_3,Aktual_Bayar_4,Prediksi_Bayar_4,Aktual_Bayar_5,Prediksi_Bayar_5
159/25/12/549/X,272625.0,1,1,272625.0,272625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733/25/12/833/VA,242625.0,1,3,242625.0,222413.22215250743,0.0,15880.09516798291,0.0,4331.682679509629,0.0,0.0,0.0,0.0
036589/25/SBY,2038688.0,1,1,2038688.0,2038688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489/25/10/839/X,280000.0,1,1,280000.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002277/26/SBY,887655.0,1,1,887655.0,887655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735/25/11/297/X,25125.0,1,2,25125.0,23762.333773273513,0.0,1362.666226726487,0.0,0.0,0.0,0.0,0.0,0.0
409/25/09/911/X,155125.0,1,2,155125.0,149665.45449612904,0.0,5459.54550387096,0.0,0.0,0.0,0.0,0.0,0.0
969/25/10/717/VX,80125.0,1,2,80125.0,74129.72941309915,0.0,5995.27058690085,0.0,0.0,0.0,0.0,0.0,0.0
851/25/07/076/XXXI,197875.0,1,1,197875.0,197875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783/25/09/174/X,670125.0,1,2,670125.0,607968.9112721161,0.0,62156.08872788393,0.0,0.0,0.0,0.0,0.0,0.0
390/25/11/833/VA,568750.0,1,1,568750.0,568750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091/26/01/027/X,771000.0,1,1,771000.0,771000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727/25/08/570/VZ,206375.0,1,1,206375.0,206375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658/25/11/351/VA,2308250.0,1,2,2308250.0,2249148.0087657594,0.0,59101.99123424052,0.0,0.0,0.0,0.0,0.0,0.0
279/25/10/519/X,15125.0,1,2,15125.0,14860.96834012647,0.0,264.03165987353077,0.0,0.0,0.0,0.0,0.0,0.0
000004/26/SRG,58000.0,1,1,58000.0,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
038727/25/SBY,240500.0,1,1,240500.0,240500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
061/25/09/504/VZ,117625.0,1,3,117625.0,104343.67396880189,0.0,8040.011083900497,0.0,5241.314947297607,0.0,0.0,0.0,0.0
776/25/08/768/VG,161875.0,1,1,161875.0,161875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544/26/01/536/X,155125.0,1,2,155125.0,149665.45449612904,0.0,5459.54550387096,0.0,0.0,0.0,0.0,0.0,0.0
656/25/09/286/X,55125.0,1,2,55125.0,52388.20095528232,0.0,2736.799044717676,0.0,0.0,0.0,0.0,0.0,0.0
696/25/09/947/X,42625.0,1,2,42625.0,40507.36188951812,0.0,2117.6381104818747,0.0,0.0,0.0,0.0,0.0,0.0
089/25/11/713/VZ,482625.0,1,1,482625.0,482625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320/25/11/188/X,125.0,1,1,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579/25/10/636/X,193125.0,1,1,193125.0,193125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002766/25/SMG,95825.0,1,1,95825.0,95825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104/25/07/128/X,116125.0,1,1,116125.0,116125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102/25/09/909/X,1077500.0,1,1,1077500.0,1077500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639/25/09/576/X,274375.0,1,1,274375.0,274375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002879/26/SBY,312471.0,1,1,312471.0,312471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178/25/10/344/X,155125.0,1,2,155125.0,149665.45449612904,0.0,5459.54550387096,0.0,0.0,0.0,0.0,0.0,0.0
991/25/11/997/X,102625.0,1,2,102625.0,88226.18027436979,0.0,14398.819725630196,0.0,0.0,0.0,0.0,0.0,0.0
361/25/12/193/X,255125.0,2,2,50000.0,248991.74395194472,205125.0,6133.256048055256,0.0,0.0,0.0,0.0,0.0,0.0
377/25/09/487/X,25125.0,1,2,25125.0,23762.333773273513,0.0,1362.666226726487,0.0,0.0,0.0,0.0,0.0,0.0
795/25/09/174/X,105125.0,1,2,105125.0,101350.30675927413,0.0,3774.693240725886,0.0,0.0,0.0,0.0,0.0,0.0
779/25/10/037/X,20125.0,1,2,20125.0,19591.561223907862,0.0,533.4387760921394,0.0,0.0,0.0,0.0,0.0,0.0
377/25/09/487/X,25125.0,1,2,25125.0,23762.333773273513,0.0,1362.666226726487,0.0,0.0,0.0,0.0,0.0,0.0
807/25/11/452/XRM1,-25000.0,0,0,-25000.0,-25000.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
586/25/10/932/X,20125.0,1,2,20125.0,19591.561223907862,0.0,533.4387760921394,0.0,0.0,0.0,0.0,0.0,0.0
509/25/11/586/X,3114000.0,1,2,3114000.0,2438556.2824265263,0.0,675443.7175734739,0.0,0.0,0.0,0.0,0.0,0.0
047325/25/SBY,292000.0,1,2,292000.0,263608.92278343125,0.0,28391.07721656874,0.0,0.0,0.0,0.0,0.0,0.0
890/25/12/476/XLIV,455125.0,1,2,455125.0,440573.4920411407,0.0,14551.507958859342,0.0,0.0,0.0,0.0,0.0,0.0
651/25/10/952/X,515125.0,1,1,515125.0,515125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772/25/10/566/X,2651875.0,1,1,2651875.0,2651875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902/25/08/751/X,1395125.0,1,1,1395125.0,1395125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853/25/10/806/X,345125.0,1,3,345125.0,309819.6484305707,0.0,26262.519043958808,0.0,9042.832525470463,0.0,0.0,0.0,0.0
549/25/12/990/X,1935125.0,1,1,1935125.0,1935125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
046793/25/SBY,758313.0,1,1,758313.0,758313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710/25/10/524/VZ,117625.0,1,3,117625.0,104343.67396880189,0.0,8040.011083900497,0.0,5241.314947297607,0.0,0.0,0.0,0.0
026626/25/SBY,395250.0,1,1,395250.0,395250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358/25/09/020/X,380125.0,1,2,380125.0,350254.2245337722,0.0,29870.775466227755,0.0,0.0,0.0,0.0,0.0,0.0
554/25/09/242/X,305125.0,1,2,305125.0,294357.6182594474,0.0,10767.381740552617,0.0,0.0,0.0,0.0,0.0,0.0
413/25/12/991/X,20125.0,1,2,20125.0,19591.561223907862,0.0,533.4387760921394,0.0,0.0,0.0,0.0,0.0,0.0
200/25/10/273/X,305125.0,1,2,305125.0,294357.6182594474,0.0,10767.381740552617,0.0,0.0,0.0,0.0,0.0,0.0
001771/26/SBY,190250.0,1,1,190250.0,190250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471/25/09/237/X,296875.0,1,1,296875.0,296875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040083/25/SBY,234125.0,1,1,234125.0,234125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001936/25/BIT,6250.0,1,2,6250.0,6161.432482574472,0.0,88.56751742552882,0.0,0.0,0.0,0.0,0.0,0.0
780/25/09/797/XXXI,69375.0,1,1,69375.0,69375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221/26/01/859/XR1,140125.0,2,2,10000.0,134407.76960457495,130125.0,5717.230395425064,0.0,0.0,0.0,0.0,0.0,0.0
216/25/09/343/X,162625.0,2,3,75125.0,137360.23730496113,87500.0,21657.008778933374,0.0,3607.7539161054956,0.0,0.0,0.0,0.0
203/25/09/957/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824/25/10/928/X,132875.0,1,1,132875.0,132875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
043801/25/SBY,623625.0,1,1,623625.0,623625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833/25/09/682/X,55125.0,1,2,55125.0,52388.20095528232,0.0,2736.799044717676,0.0,0.0,0.0,0.0,0.0,0.0
821/26/01/066/VA,991375.0,1,1,991375.0,991375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250/24/12/495/X,174375.0,1,1,174375.0,174375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998/25/11/091/VA,325625.0,1,2,325625.0,299504.9462159047,0.0,26120.053784095286,0.0,0.0,0.0,0.0,0.0,0.0
040315/25/SBY,1515000.0,1,1,1515000.0,1515000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044758/25/SBY,98000.0,1,1,98000.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851/25/12/197/VR,2533125.0,1,2,2533125.0,1757895.4723826451,0.0,775229.527617355,0.0,0.0,0.0,0.0,0.0,0.0
088/25/12/354/VZ,350125.0,1,2,350125.0,249706.86049714172,0.0,100418.13950285825,0.0,0.0,0.0,0.0,0.0,0.0
003305/25/MKS,1508750.0,1,1,1508750.0,1508750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117/25/10/714/X,283500.0,1,1,283500.0,283500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160/25/12/287/X,102625.0,1,2,102625.0,88226.18027436979,0.0,14398.819725630196,0.0,0.0,0.0,0.0,0.0,0.0
123/25/12/765/X,70125.0,1,2,70125.0,59505.55930739039,0.0,10619.440692609627,0.0,0.0,0.0,0.0,0.0,0.0
137/25/12/067/X,62625.0,1,2,62625.0,59658.132940854324,0.0,2966.8670591456726,0.0,0.0,0.0,0.0,0.0,0.0
720/26/01/154/X,210125.0,1,2,210125.0,204144.55113239272,0.0,5980.448867607283,0.0,0.0,0.0,0.0,0.0,0.0
002948/26/SBY,140221.0,1,1,140221.0,140221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511/25/12/583/VZ,4267625.0,1,2,4267625.0,4183120.017595865,0.0,84504.9824041354,0.0,0.0,0.0,0.0,0.0,0.0
511/25/12/870/VD,25125.0,1,2,25125.0,23762.333773273513,0.0,1362.666226726487,0.0,0.0,0.0,0.0,0.0,0.0
768/25/10/676/X,55000.0,2,2,5000.0,24312.121741204446,50000.0,30687.878258795554,0.0,0.0,0.0,0.0,0.0,0.0
880/25/09/557/X,1694000.0,1,1,1694000.0,1694000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458/25/09/347/X,62625.0,1,2,62625.0,59658.132940854324,0.0,2966.8670591456726,0.0,0.0,0.0,0.0,0.0,0.0
995/25/10/574/X,17625.0,1,2,17625.0,17029.936802728334,0.0,595.0631972716686,0.0,0.0,0.0,0.0,0.0,0.0
044/25/09/859/X,355125.0,1,2,355125.0,328282.0248671283,0.0,26842.97513287175,0.0,0.0,0.0,0.0,0.0,0.0
871/25/11/180/VA,117625.0,1,3,117625.0,104343.67396880189,0.0,8040.011083900497,0.0,5241.314947297607,0.0,0.0,0.0,0.0
263/25/08/774/X,336875.0,1,1,336875.0,336875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
042/26/01/114/VA,28875.0,1,1,28875.0,28875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647/25/11/793/X,434500.0,1,1,434500.0,434500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
032265/25/JKT,395000.0,1,1,395000.0,395000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707/25/12/031/XRM1,-5000.0,0,0,-5000.0,-5000.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
415/25/09/384/VA,175125.0,1,2,175125.0,164210.9480218473,0.0,10914.05197815269,0.0,0.0,0.0,0.0,0.0,0.0
004759/25/MKS,329750.0,1,1,329750.0,329750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701/25/08/913/X,4104375.0,1,1,4104375.0,4104375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036492/25/SBY,98000.0,1,1,98000.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114/25/09/398/X,558125.0,1,1,558125.0,558125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388/25/09/253/X,100125.0,1,2,100125.0,91129.53724904546,0.0,8995.46275095454,0.0,0.0,0.0,0.0,0.0,0.0
002292/26/SBY,140221.0,1,1,140221.0,140221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
046413/25/SBY,474000.0,1,1,474000.0,474000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349/26/01/016/X,355125.0,1,2,355125.0,328282.0248671283,0.0,26842.97513287175,0.0,0.0,0.0,0.0,0.0,0.0
059/25/10/814/X,242625.0,1,3,242625.0,222413.22215250743,0.0,15880.09516798291,0.0,4331.682679509629,0.0,0.0,0.0,0.0
335/25/09/740/VZ,185125.0,1,2,185125.0,171177.65880420298,0.0,13947.341195797022,0.0,0.0,0.0,0.0,0.0,0.0
662/25/08/122/X,390625.0,1,1,390625.0,390625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867/25/11/601/X,513375.0,1,1,513375.0,513375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
050/25/12/243/X,12625.0,1,2,12625.0,12385.794501130991,0.0,239.20549886900884,0.0,0.0,0.0,0.0,0.0,0.0
004246/25/MKS,2375000.0,1,1,2375000.0,2375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472/25/09/492/X,85125.0,2,2,50000.0,73356.73963630552,35125.0,11768.260363694471,0.0,0.0,0.0,0.0,0.0,0.0
171/25/10/106/XRM1,-37500.0,0,0,-37500.0,-37500.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
243/25/10/584/X,240125.0,1,2,240125.0,224073.70750329093,0.0,16051.292496709068,0.0,0.0,0.0,0.0,0.0,0.0
066/25/10/375/XRM1,-1237500.0,0,0,-1237500.0,-1237500.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
525/25/12/961/VZ,380125.0,1,2,380125.0,350254.2245337722,0.0,29870.775466227755,0.0,0.0,0.0,0.0,0.0,0.0
032225/25/SBY,160500.0,1,1,160500.0,160500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000923/25/JYP,6250.0,1,2,6250.0,6161.432482574472,0.0,88.56751742552882,0.0,0.0,0.0,0.0,0.0,0.0
897/25/10/697/VZ,594875.0,1,1,594875.0,594875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320/25/12/161/X,200125.0,1,2,200125.0,187985.4503608517,0.0,12139.549639148281,0.0,0.0,0.0,0.0,0.0,0.0
994/24/09/295/X,186375.0,1,1,186375.0,186375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585/25/11/082/VZ,482625.0,1,1,482625.0,482625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700/25/07/272/X,88125.0,1,1,88125.0,88125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140/25/08/127/X,577625.0,1,1,577625.0,577625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187/25/08/441/X,1218125.0,1,1,1218125.0,1218125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
041/25/09/324/X,3123625.0,1,2,3123625.0,3067164.0472515137,0.0,56460.95274848642,0.0,0.0,0.0,0.0,0.0,0.0
660/25/09/386/LI,76875.0,1,1,76875.0,76875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892/25/09/699/X,261875.0,1,1,261875.0,261875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814/25/09/326/X,50125.0,1,2,50125.0,46575.82619363414,0.0,3549.1738063658568,0.0,0.0,0.0,0.0,0.0,0.0
156/25/10/669/X,92625.0,1,2,92625.0,87048.72611923653,0.0,5576.273880763482,0.0,0.0,0.0,0.0,0.0,0.0
994/25/10/859/X,35125.0,1,2,35125.0,34166.08495472477,0.0,958.9150452752286,0.0,0.0,0.0,0.0,0.0,0.0
047405/25/SBY,542813.0,1,1,542813.0,542813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613/25/09/754/X,255125.0,1,2,255125.0,248991.74395194472,0.0,6133.256048055256,0.0,0.0,0.0,0.0,0.0,0.0
547/25/11/949/X,813125.0,1,1,813125.0,813125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919/25/10/451/X,605125.0,1,2,605125.0,569036.6386169591,0.0,36088.36138304081,0.0,0.0,0.0,0.0,0.0,0.0
940/25/09/584/X,2092625.0,2,1,400000.0,2092625.0,1692625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134/26/01/215/X,301125.0,1,2,301125.0,279810.84193584195,0.0,21314.158064158073,0.0,0.0,0.0,0.0,0.0,0.0
097/25/07/970/VZ,111375.0,1,2,111375.0,109518.28029997807,0.0,1856.719700021937,0.0,0.0,0.0,0.0,0.0,0.0
005245/26/SBY,953385.0,1,1,953385.0,953385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680/25/10/071/X,130125.0,1,2,130125.0,119638.15865302796,0.0,10486.841346972045,0.0,0.0,0.0,0.0,0.0,0.0
047868/25/SBY,85500.0,2,2,85500.0,83590.65374889782,85500.0,1909.3462511021698,0.0,0.0,0.0,0.0,0.0,0.0
346/25/11/510/VLK,473625.0,1,2,473625.0,452974.80699188524,0.0,20650.19300811474,0.0,0.0,0.0,0.0,0.0,0.0
862/25/09/746/X,1109125.0,1,1,1109125.0,1109125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755/25/10/655/VZ,307625.0,1,1,307625.0,307625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309/25/11/063/X,1340625.0,1,1,1340625.0,1340625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118/25/11/213/X,55125.0,1,2,55125.0,52388.20095528232,0.0,2736.799044717676,0.0,0.0,0.0,0.0,0.0,0.0
433/25/11/468/X,247625.0,1,1,247625.0,247625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144/25/08/946/XXXI,242625.0,1,3,242625.0,222413.22215250743,0.0,15880.09516798291,0.0,4331.682679509629,0.0,0.0,0.0,0.0
881/25/10/796/X,1032125.0,1,1,1032125.0,1032125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515/25/10/712/X,60625.0,1,1,60625.0,60625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039023/24/SBY,915000.0,1,1,915000.0,915000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131/25/09/342/X,535688.0,2,2,255000.0,353240.8000000001,280688.0,182447.1999999998,0.0,0.0,0.0,0.0,0.0,0.0
384/26/01/745/XR1,1115875.0,1,1,1115875.0,1115875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862/25/08/905/X,190625.0,1,2,190625.0,180887.12367713728,0.0,9737.876322862747,0.0,0.0,0.0,0.0,0.0,0.0
734/25/10/229/X,863125.0,1,1,863125.0,863125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002456/26/SBY,478068.0,1,1,478068.0,478068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578/25/10/613/X,90625.0,1,2,90625.0,66053.24330868908,0.0,24571.756691310904,0.0,0.0,0.0,0.0,0.0,0.0
050/25/12/957/X,342625.0,2,1,25000.0,342625.0,317625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047/25/10/632/X,1655125.0,1,2,1655125.0,1135938.1696428573,0.0,519186.8303571426,0.0,0.0,0.0,0.0,0.0,0.0
998/25/12/857/X,20125.0,1,2,20125.0,19591.561223907862,0.0,533.4387760921394,0.0,0.0,0.0,0.0,0.0,0.0
824/25/10/314/VC,15125.0,1,2,15125.0,14860.96834012647,0.0,264.03165987353077,0.0,0.0,0.0,0.0,0.0,0.0
191/25/09/300/VZ,912625.0,1,1,912625.0,912625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238/25/11/750/X,100125.0,1,2,100125.0,91129.53724904546,0.0,8995.46275095454,0.0,0.0,0.0,0.0,0.0,0.0
900/25/10/485/X,535375.0,1,1,535375.0,535375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978/25/09/722/X,329375.0,1,1,329375.0,329375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244/25/12/908/X,353875.0,1,1,353875.0,353875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044857/25/SBY,236000.0,1,1,236000.0,236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580/25/10/723/X,17625.0,1,2,17625.0,17029.936802728334,0.0,595.0631972716686,0.0,0.0,0.0,0.0,0.0,0.0
175/25/12/058/X,155125.0,1,2,155125.0,149665.45449612904,0.0,5459.54550387096,0.0,0.0,0.0,0.0,0.0,0.0
001856/26/SBY,171000.0,2,2,108625.0,159989.72585244937,62375.0,11010.274147550645,0.0,0.0,0.0,0.0,0.0,0.0
992/25/11/381/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563/25/11/110/VZ,256375.0,1,1,256375.0,256375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835/25/09/334/X,530125.0,1,2,530125.0,519310.33749898087,0.0,10814.662501019126,0.0,0.0,0.0,0.0,0.0,0.0
358/25/10/599/X,280125.0,1,3,280125.0,258596.19706838884,0.0,16874.411277199433,0.0,4654.391654411735,0.0,0.0,0.0,0.0
887/25/09/359/X,4479875.0,1,1,4479875.0,4479875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886/25/11/841/X,192625.0,1,2,192625.0,179475.64911324537,0.0,13149.350886754628,0.0,0.0,0.0,0.0,0.0,0.0
058/25/11/281/X,865000.0,1,2,865000.0,762699.7832683139,0.0,102300.21673168622,0.0,0.0,0.0,0.0,0.0,0.0
040906/25/SBY,884000.0,1,1,884000.0,884000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822/25/12/486/X,167625.0,1,2,167625.0,157099.47764774677,0.0,10525.522352253249,0.0,0.0,0.0,0.0,0.0,0.0
479/25/09/504/VZ,206375.0,1,1,206375.0,206375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390/25/09/012/X,226125.0,1,1,226125.0,226125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341/25/07/068/VZ,56125.0,1,1,56125.0,56125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
018/25/10/564/XRM1,-75000.0,0,0,-75000.0,-75000.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
309/26/01/053/X,430221.0,2,2,429250.0,422168.2584551349,970.9999999999999,8052.741544865078,0.0,0.0,0.0,0.0,0.0,0.0
227/25/11/612/X,672875.0,1,1,672875.0,672875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681/25/10/931/X,395125.0,2,2,15000.0,355179.6692422505,380125.0,39945.3307577495,0.0,0.0,0.0,0.0,0.0,0.0
271/25/12/169/VZ,755125.0,1,3,755125.0,679721.5336286447,0.0,61693.01003662471,0.0,0.0,0.0,13710.456334730552,0.0,0.0
752/25/11/242/X,162625.0,1,3,162625.0,137360.23730496113,0.0,21657.008778933374,0.0,3607.7539161054956,0.0,0.0,0.0,0.0
036002/25/SBY,228000.0,1,1,228000.0,228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
042345/25/JKT,288875.0,1,1,288875.0,288875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809/25/12/339/VX,80925.0,1,1,80925.0,80925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035361/25/SBY,206750.0,1,2,206750.0,203119.3818205285,0.0,3630.6181794715126,0.0,0.0,0.0,0.0,0.0,0.0
850/26/01/060/X,267625.0,1,2,267625.0,226381.08476336548,0.0,41243.91523663454,0.0,0.0,0.0,0.0,0.0,0.0
363/25/08/941/X,1732625.0,1,1,1732625.0,1732625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231/25/10/823/X,3318375.0,1,2,3318375.0,3065973.822535868,0.0,252401.17746413214,0.0,0.0,0.0,0.0,0.0,0.0
040834/25/SBY,110500.0,1,2,110500.0,107760.02350355222,0.0,2739.9764964477745,0.0,0.0,0.0,0.0,0.0,0.0
132/25/12/218/X,10125.0,1,2,10125.0,9984.846500152651,0.0,140.15349984735067,0.0,0.0,0.0,0.0,0.0,0.0
204/25/11/182/X,132625.0,1,2,132625.0,127895.20385804455,0.0,4729.796141955457,0.0,0.0,0.0,0.0,0.0,0.0
102/25/08/594/VX,1578000.0,1,2,1578000.0,1557803.9676449648,0.0,20196.0323550352,0.0,0.0,0.0,0.0,0.0,0.0
734/25/09/546/X,1445125.0,1,2,1445125.0,1312611.349206349,0.0,132513.65079365086,0.0,0.0,0.0,0.0,0.0,0.0
036167/25/SBY,85500.0,1,2,85500.0,83590.65374889782,0.0,1909.3462511021698,0.0,0.0,0.0,0.0,0.0,0.0
537/25/09/066/VZ,192625.0,1,2,192625.0,179475.64911324537,0.0,13149.350886754628,0.0,0.0,0.0,0.0,0.0,0.0
082/25/11/200/XR1,205125.0,1,2,205125.0,199240.52338929294,0.0,5884.476610707063,0.0,0.0,0.0,0.0,0.0,0.0
177/25/08/130/X,5263125.0,3,1,5221875.0,5263125.0,28749.999999999996,0.0,12499.999999999998,0.0,0.0,0.0,0.0,0.0
217/25/11/207/X,215500.0,1,1,215500.0,215500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898/26/01/155/X,104096.0,1,1,12500.0,104096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685/26/01/985/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035540/25/SBY,98000.0,1,1,98000.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858/25/10/027/XXXI,69375.0,1,1,69375.0,69375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401/26/01/721/X,293846.0,1,1,293846.0,293846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004887/25/MKS,329750.0,1,1,329750.0,329750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703/25/11/557/X,155125.0,1,2,155125.0,149665.45449612904,0.0,5459.54550387096,0.0,0.0,0.0,0.0,0.0,0.0
028/25/10/099/X,311875.0,1,1,311875.0,311875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200/25/09/793/X,55125.0,1,2,55125.0,52388.20095528232,0.0,2736.799044717676,0.0,0.0,0.0,0.0,0.0,0.0
043230/25/SBY,2664500.0,1,1,2664500.0,2664500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
